,geometry,Year,wetdry
1616,POINT (564672.1118659345 3478182.1419102387),2020.0,dry
1617,POINT (564677.1117699706 3478182.1728881286),2020.0,dry
1618,POINT (564682.1116740067 3478182.203866019),2020.0,dry
1712,POINT (564873.3812698014 3478465.6954425913),2020.0,dry
1713,POINT (564870.1032461087 3478469.470963836),2020.0,dry
1714,POINT (564866.8252224162 3478473.246485081),2020.0,dry
1715,POINT (564863.5471987235 3478477.022006326),2020.0,dry
1716,POINT (564860.2691750309 3478480.7975275707),2020.0,dry
1717,POINT (564855.3324091554 3478480.906040249),2020.0,dry
1718,POINT (564851.3436918119 3478481.8988037794),2020.0,dry
1719,POINT (564851.3126272068 3478486.8987072776),2020.0,dry
1720,POINT (564547.1889256086 3477863.970344728),2020.0,dry
1721,POINT (564547.1580133899 3477868.9702491704),2020.0,dry
1722,POINT (564547.1271011711 3477873.970153613),2020.0,dry
1723,POINT (564547.0961889523 3477878.9700580556),2020.0,dry
1724,POINT (564547.2147386841 3477883.9157071286),2020.0,dry
1725,POINT (564550.4457905726 3477887.731503729),2020.0,dry
1726,POINT (564553.6768424609 3477891.547300329),2020.0,dry
1727,POINT (564555.792122223 3477895.76812673),2020.0,dry
1728,POINT (564555.7612055038 3477900.7680311445),2020.0,dry
1729,POINT (564555.7302887846 3477905.767935559),2020.0,dry
1730,POINT (564555.6993720655 3477910.767839974),2020.0,dry
1731,POINT (564555.6684553464 3477915.767744389),2020.0,dry
1732,POINT (564555.6375386271 3477920.7676488035),2020.0,dry
1733,POINT (564556.2080332702 3477925.549239438),2020.0,dry
1734,POINT (564559.4390741701 3477929.365045343),2020.0,dry
1735,POINT (564562.67011507 3477933.180851248),2020.0,dry
1736,POINT (564564.3334214712 3477937.5657477784),2020.0,dry
1737,POINT (564564.3025002925 3477942.5656521656),2020.0,dry
1738,POINT (564565.6678576198 3477947.0587062514),2020.0,dry
1739,POINT (564568.8988914178 3477950.8745181696),2020.0,dry
1740,POINT (564572.1299252156 3477954.690330088),2020.0,dry
1741,POINT (564572.9983500502 3477959.3637699266),2020.0,dry
1742,POINT (564572.9674244935 3477964.3636742868),2020.0,dry
1743,POINT (564575.1276483006 3477968.5681937705),2020.0,dry
1744,POINT (564578.3586724158 3477972.3840138875),2020.0,dry
1745,POINT (564581.5896965312 3477976.199834005),2020.0,dry
1746,POINT (564584.8207206465 3477980.015654122),2020.0,dry
1747,POINT (564588.0517447619 3477983.831474239),2020.0,dry
1748,POINT (564590.4208978311 3477987.960151778),2020.0,dry
1749,POINT (564590.3899636003 3477992.9600560847),2020.0,dry
1750,POINT (564591.0494443021 3477997.709342442),2020.0,dry
1751,POINT (564594.2804561552 3478001.5251729423),2020.0,dry
1752,POINT (564597.5114680082 3478005.341003442),2020.0,dry
1753,POINT (564600.7424798612 3478009.1568339425),2020.0,dry
1754,POINT (564603.9734917143 3478012.9726644424),2020.0,dry
1755,POINT (564607.2045035674 3478016.7884949422),2020.0,dry
1756,POINT (564607.812405469 3478021.5565016298),2020.0,dry
1757,POINT (564607.7814625639 3478026.5564058824),2020.0,dry
1758,POINT (564610.2021685268 3478030.66637701),2020.0,dry
1759,POINT (564613.4331706977 3478034.482215708),2020.0,dry
1760,POINT (564616.508116328 3478038.3547018724),2020.0,dry
1761,POINT (564616.477169045 3478043.354606098),2020.0,dry
1762,POINT (564616.4462217619 3478048.3545103236),2020.0,dry
1763,POINT (564619.6618118868 3478052.175950636),2020.0,dry
1764,POINT (564622.8927992152 3478055.991801902),2020.0,dry
1765,POINT (564626.1237865434 3478059.807653168),2020.0,dry
1766,POINT (564629.3547738716 3478063.6235044342),2020.0,dry
1767,POINT (564632.5857611998 3478067.4393557003),2020.0,dry
1768,POINT (564635.8167485282 3478071.2552069663),2020.0,dry
1769,POINT (564639.0477358564 3478075.0710582323),2020.0,dry
1770,POINT (564642.2787231846 3478078.8869094984),2020.0,dry
1771,POINT (564645.5097105128 3478082.7027607644),2020.0,dry
1772,POINT (564648.740697841 3478086.5186120304),2020.0,dry
1773,POINT (564651.3835669474 3478090.5479437783),2020.0,dry
1774,POINT (564651.3526023971 3478095.5478478973),2020.0,dry
1775,POINT (564651.7382993748 3478100.396509356),2020.0,dry
1776,POINT (564654.9692718608 3478104.212373189),2020.0,dry
1777,POINT (564658.2002443466 3478108.0282370225),2020.0,dry
1778,POINT (564660.0481787066 3478112.3461248386),2020.0,dry
1779,POINT (564660.017209778 3478117.34602893),2020.0,dry
1780,POINT (564661.197820844 3478121.906147743),2020.0,dry
1781,POINT (564664.4287836469 3478125.7220197753),2020.0,dry
1782,POINT (564667.6597464498 3478129.5378918075),2020.0,dry
1783,POINT (564670.8907092526 3478133.3537638397),2020.0,dry
1784,POINT (564674.1216720555 3478137.169635872),2020.0,dry
1785,POINT (564677.3526348582 3478140.985507904),2020.0,dry
1786,POINT (564677.4392452548 3478145.9427293567),2020.0,dry
1787,POINT (564677.4082675695 3478150.942633394),2020.0,dry
1788,POINT (564677.3772898841 3478155.942537431),2020.0,dry
1789,POINT (564677.3463121989 3478160.9424414686),2020.0,dry
1790,POINT (564677.3153345136 3478165.942345506),2020.0,dry
1791,POINT (564677.2843568282 3478170.9422495435),2020.0,dry
1792,POINT (564679.8833554328 3478174.987519722),2020.0,dry
1793,POINT (564683.1143046655 3478178.8034032444),2020.0,dry
1839,POINT (564485.9384349446 3477791.1148736584),2020.0,dry
1840,POINT (564489.2164124388 3477787.3393123033),2020.0,dry
1841,POINT (564492.4943899331 3477783.563750948),2020.0,dry
1842,POINT (564496.228581922 3477780.7966866926),2020.0,dry
1843,POINT (564501.2284864993 3477780.827577105),2020.0,dry
1844,POINT (564506.2283910767 3477780.858467517),2020.0,dry
1845,POINT (564511.228295654 3477780.8893579287),2020.0,dry
1846,POINT (564512.4799651926 3477784.622449889),2020.0,dry
1847,POINT (564512.4490704845 3477789.62235444),2020.0,dry
1848,POINT (564512.4181757764 3477794.6222589905),2020.0,dry
1849,POINT (564512.3872810683 3477799.622163541),2020.0,dry
1850,POINT (564514.4438421498 3477803.864299192),2020.0,dry
1851,POINT (564517.6749224468 3477807.680071737),2020.0,dry
1852,POINT (564520.9060027439 3477811.4958442817),2020.0,dry
1853,POINT (564521.0833395583 3477816.4201570237),2020.0,dry
1854,POINT (564521.0524404318 3477821.420061547),2020.0,dry
1855,POINT (564523.9038262718 3477825.373670109),2020.0,dry
1856,POINT (564527.1348994666 3477829.1894486677),2020.0,dry
1857,POINT (564529.7793693898 3477833.2181693204),2020.0,dry
1858,POINT (564529.7484658855 3477838.218073817),2020.0,dry
1859,POINT (564530.1327120378 3477843.0672759702),2020.0,dry
1860,POINT (564533.3637755509 3477846.8830627273),2020.0,dry
1861,POINT (564536.5948390639 3477850.6988494843),2020.0,dry
1862,POINT (564539.8259025769 3477854.514636241),2020.0,dry
1863,POINT (564543.05696609 3477858.330422998),2020.0,dry
1864,POINT (564546.2880296031 3477862.146209755),2020.0,dry
1930,POINT (564556.8687906709 3477841.8824081416),2020.0,dry
1931,POINT (564553.5907892417 3477845.6579487165),2020.0,dry
1932,POINT (564550.3127878126 3477849.433489291),2020.0,dry
1933,POINT (564547.2549446216 3477853.2920438405),2020.0,dry
1934,POINT (564547.2240325254 3477858.2919482836),2020.0,dry
1997,POINT (564426.1946964391 3477625.565564694),2020.0,dry
1998,POINT (564429.472687915 3477621.7900154777),2020.0,dry
1999,POINT (564432.7506793909 3477618.0144662615),2020.0,dry
2000,POINT (564436.9260218528 3477616.222572559),2020.0,dry
2001,POINT (564441.9259266333 3477616.253430059),2020.0,dry
2002,POINT (564445.5795099767 3477619.165194048),2020.0,dry
2003,POINT (564448.8106509726 3477622.980915194),2020.0,dry
2004,POINT (564451.8546436607 3477626.864575524),2020.0,dry
2005,POINT (564451.8237796762 3477631.8644802645),2020.0,dry
2006,POINT (564451.7929156916 3477636.864385005),2020.0,dry
2007,POINT (564451.7620517071 3477641.864289745),2020.0,dry
2008,POINT (564451.7311877225 3477646.864194486),2020.0,dry
2009,POINT (564454.8065661141 3477650.7364652427),2020.0,dry
2010,POINT (564458.0376980662 3477654.552194047),2020.0,dry
2011,POINT (564460.4583458636 3477658.662145937),2020.0,dry
2012,POINT (564460.4274774609 3477663.6620506505),2020.0,dry
2013,POINT (564461.0356405806 3477668.429973924),2020.0,dry
2014,POINT (564464.2667654308 3477672.245708742),2020.0,dry
2015,POINT (564467.497890281 3477676.0614435603),2020.0,dry
2016,POINT (564469.123738555 3477680.459925629),2020.0,dry
2017,POINT (564469.0928657751 3477685.4598303153),2020.0,dry
2018,POINT (564470.495815065 3477689.939230649),2020.0,dry
2019,POINT (564473.7269328145 3477693.7549714795),2020.0,dry
2020,POINT (564476.9580505639 3477697.5707123107),2020.0,dry
2021,POINT (564477.789093853 3477702.2577240793),2020.0,dry
2022,POINT (564477.7582166955 3477707.2576287384),2020.0,dry
2023,POINT (564479.9559576192 3477711.44850661),2020.0,dry
2024,POINT (564483.1870682663 3477715.264253455),2020.0,dry
2025,POINT (564486.4181789134 3477719.0800003004),2020.0,dry
2026,POINT (564486.454411712 3477724.055541291),2020.0,dry
2027,POINT (564486.4235301364 3477729.0554459225),2020.0,dry
2028,POINT (564486.3926485608 3477734.0553505546),2020.0,dry
2029,POINT (564486.3617669852 3477739.0552551867),2020.0,dry
2030,POINT (564489.1828519086 3477743.019852059),2020.0,dry
2031,POINT (564492.4139535115 3477746.835606563),2020.0,dry
2032,POINT (564495.0888062934 3477750.8532876763),2020.0,dry
2033,POINT (564495.0579202996 3477755.853192281),2020.0,dry
2034,POINT (564495.4118301737 3477760.7134108045),2020.0,dry
2035,POINT (564498.642922095 3477764.5291735064),2020.0,dry
2036,POINT (564501.8740140164 3477768.3449362083),2020.0,dry
2037,POINT (564505.1051059376 3477772.16069891),2020.0,dry
2038,POINT (564508.3361978589 3477775.9764616117),2020.0,dry
2039,POINT (564511.5672897801 3477779.7922243136),2020.0,dry
2194,POINT (564400.2526588701 3477432.6120948223),2020.0,dry
2195,POINT (564400.2218217598 3477437.6119997287),2020.0,dry
2196,POINT (564400.9000435742 3477442.354492451),2020.0,dry
2197,POINT (564404.1312336741 3477446.1701720157),2020.0,dry
2198,POINT (564407.3624237742 3477449.98585158),2020.0,dry
2199,POINT (564408.9183779994 3477454.4096971224),2020.0,dry
2200,POINT (564408.8875363491 3477459.409602001),2020.0,dry
2201,POINT (564408.8566946989 3477464.409506879),2020.0,dry
2202,POINT (564408.8258530486 3477469.4094117573),2020.0,dry
2203,POINT (564408.7950113983 3477474.4093166357),2020.0,dry
2204,POINT (564408.7641697479 3477479.409221514),2020.0,dry
2205,POINT (564408.7333280976 3477484.4091263926),2020.0,dry
2206,POINT (564408.7024864474 3477489.409031271),2020.0,dry
2207,POINT (564408.6716447971 3477494.408936149),2020.0,dry
2208,POINT (564408.6408031468 3477499.4088410274),2020.0,dry
2209,POINT (564409.4279406513 3477504.1117942478),2020.0,dry
2210,POINT (564412.6591158803 3477507.9274864052),2020.0,dry
2211,POINT (564415.8902911092 3477511.7431785627),2020.0,dry
2212,POINT (564417.3372915757 3477516.206580229),2020.0,dry
2213,POINT (564417.3064452221 3477521.2064850787),2020.0,dry
2214,POINT (564417.2755988686 3477526.206389928),2020.0,dry
2215,POINT (564417.244752515 3477531.2062947773),2020.0,dry
2216,POINT (564417.2139061615 3477536.2061996264),2020.0,dry
2217,POINT (564417.1830598079 3477541.206104476),2020.0,dry
2218,POINT (564417.1522134544 3477546.206009325),2020.0,dry
2219,POINT (564417.1213671009 3477551.2059141747),2020.0,dry
2220,POINT (564417.0905207472 3477556.205819024),2020.0,dry
2221,POINT (564417.0596743937 3477561.2057238733),2020.0,dry
2222,POINT (564417.9557449042 3477565.8691318547),2020.0,dry
2223,POINT (564421.1869052616 3477569.684836605),2020.0,dry
2224,POINT (564424.4180656191 3477573.500541356),2020.0,dry
2225,POINT (564425.7560949753 3477578.0035048844),2020.0,dry
2226,POINT (564425.7252440816 3477583.0034097056),2020.0,dry
2227,POINT (564427.4160697708 3477587.3783002463),2020.0,dry
2228,POINT (564430.647223027 3477591.19401101),2020.0,dry
2229,POINT (564433.8783762832 3477595.009721774),2020.0,dry
2230,POINT (564434.4216315302 3477599.801209502),2020.0,dry
2231,POINT (564434.3907762592 3477604.8011142965),2020.0,dry
2232,POINT (564436.8763627062 3477608.8874878753),2020.0,dry
2233,POINT (564440.1075088612 3477612.7032046523),2020.0,dry
2285,POINT (564391.5776600594 3477412.313247668),2020.0,dry
2286,POINT (564391.5468273261 3477417.3131526015),2020.0,dry
2287,POINT (564392.4081389678 3477421.9891778072),2020.0,dry
2288,POINT (564395.639336169 3477425.8048513583),2020.0,dry
2289,POINT (564398.8705333702 3477429.6205249093),2020.0,dry
2310,POINT (564424.4085162015 3477413.6398191014),2020.0,dry
2311,POINT (564421.130489438 3477417.4153376804),2020.0,dry
2312,POINT (564417.8524626745 3477421.190856259),2020.0,dry
2313,POINT (564414.5744359109 3477424.9663748373),2020.0,dry
2314,POINT (564411.2964091474 3477428.7418934163),2020.0,dry
2315,POINT (564407.4708096522 3477431.306955995),2020.0,dry
2316,POINT (564402.4709047587 3477431.276116819),2020.0,dry
2317,POINT (564356.9403381114 3477320.892595116),2020.0,dry
2318,POINT (564356.9095229257 3477325.8925001575),2020.0,dry
2319,POINT (564356.8787077402 3477330.892405199),2020.0,dry
2320,POINT (564356.8478925547 3477335.8923102403),2020.0,dry
2321,POINT (564358.2944212772 3477340.355878423),2020.0,dry
2322,POINT (564361.5256468805 3477344.171527922),2020.0,dry
2323,POINT (564364.7568724838 3477347.9871774213),2020.0,dry
2324,POINT (564365.5446076143 3477352.689913667),2020.0,dry
2325,POINT (564365.5137880113 3477357.689818681),2020.0,dry
2326,POINT (564367.7550042532 3477361.8648843677),2020.0,dry
2327,POINT (564370.9862227563 3477365.6805398795),2020.0,dry
2328,POINT (564374.2174412593 3477369.4961953913),2020.0,dry
2329,POINT (564374.210470035 3477374.487440892),2020.0,dry
2330,POINT (564374.1796460552 3477379.4873458794),2020.0,dry
2331,POINT (564377.2155553019 3477383.373909548),2020.0,dry
2332,POINT (564380.4467667048 3477387.1895710723),2020.0,dry
2333,POINT (564382.9071234218 3477391.2850819146),2020.0,dry
2334,POINT (564382.8762950652 3477396.284986875),2020.0,dry
2335,POINT (564383.4448701203 3477401.067286426),2020.0,dry
2336,POINT (564386.6760744218 3477404.882953964),2020.0,dry
2337,POINT (564389.9072787234 3477408.6986215026),2020.0,dry
2342,POINT (564370.0278438258 3477313.238371582),2020.0,dry
2343,POINT (564366.749820655 3477317.0138932797),2020.0,dry
2344,POINT (564362.2711782899 3477318.1353632305),2020.0,dry
2345,POINT (564357.2712732608 3477318.104546019),2020.0,dry
2559,POINT (562827.841008655 3477347.157446474),2020.0,dry
2560,POINT (562831.118460294 3477343.3814286306),2020.0,dry
2561,POINT (562834.4019562968 3477339.618766987),2020.0,dry
2562,POINT (562839.4018657643 3477339.6488554697),2020.0,dry
2563,POINT (562843.982364324 3477338.7521686875),2020.0,dry
2564,POINT (562847.2598316023 3477334.9761644183),2020.0,dry
2565,POINT (562850.5372988806 3477331.2001601495),2020.0,dry
2566,POINT (562854.7443368149 3477329.4782393323),2020.0,dry
2567,POINT (562859.7442462321 3477329.5083361627),2020.0,dry
2568,POINT (562863.4012278352 3477326.570940717),2020.0,dry
2569,POINT (562866.6787032787 3477322.7949435352),2020.0,dry
2570,POINT (562870.0868278702 3477319.307645143),2020.0,dry
2571,POINT (562875.0867372119 3477319.3377545346),2020.0,dry
2572,POINT (562880.0866465535 3477319.367863926),2020.0,dry
2573,POINT (562885.0865558952 3477319.3979733177),2020.0,dry
2574,POINT (562890.0864652367 3477319.4280827097),2020.0,dry
2575,POINT (562895.0863745784 3477319.458192101),2020.0,dry
2576,POINT (562898.7155710042 3477316.459386324),2020.0,dry
2577,POINT (562901.9930609772 3477312.6834017537),2020.0,dry
2578,POINT (562905.4289933213 3477309.257534534),2020.0,dry
2579,POINT (562910.4289025745 3477309.2876585945),2020.0,dry
2580,POINT (562915.4288118278 3477309.3177826544),2020.0,dry
2581,POINT (562920.4287210811 3477309.3479067143),2020.0,dry
2582,POINT (562924.4434908315 3477307.2011142676),2020.0,dry
2583,POINT (562927.7209921513 3477303.425139546),2020.0,dry
2584,POINT (562930.9984934711 3477299.6491648243),2020.0,dry
2585,POINT (562935.771277571 3477299.177410945),2020.0,dry
2586,POINT (562940.7711867358 3477299.207549673),2020.0,dry
2587,POINT (562945.7710959008 3477299.2376884012),2020.0,dry
2588,POINT (562950.7710050656 3477299.2678271295),2020.0,dry
2589,POINT (562955.7709142305 3477299.2979658577),2020.0,dry
2590,POINT (562959.7579191783 3477297.0898146695),2020.0,dry
2591,POINT (562963.0354350279 3477293.3138525593),2020.0,dry
2592,POINT (562966.3129508775 3477289.5378904496),2020.0,dry
2593,POINT (562971.1135077463 3477289.127516811),2020.0,dry
2594,POINT (562975.8994307363 3477288.684804131),2020.0,dry
2595,POINT (562979.1769547503 3477284.9088491076),2020.0,dry
2596,POINT (562982.4544787644 3477281.1328940843),2020.0,dry
2597,POINT (562986.4561212509 3477278.957092012),2020.0,dry
2598,POINT (562991.456030277 3477278.9872537553),2020.0,dry
2599,POINT (562996.455939303 3477279.0174154993),2020.0,dry
2600,POINT (563001.4558483292 3477279.047577243),2020.0,dry
2601,POINT (563004.9049827901 3477275.6508293073),2020.0,dry
2602,POINT (563008.1825206423 3477271.8748862958),2020.0,dry
2603,POINT (563011.4600584946 3477268.098943284),2020.0,dry
2604,POINT (563014.7375963468 3477264.3230002723),2020.0,dry
2605,POINT (563018.015134199 3477260.5470572608),2020.0,dry
2606,POINT (563022.1413258165 3477258.646481026),2020.0,dry
2607,POINT (563027.1412347546 3477258.6766573577),2020.0,dry
2608,POINT (563030.8791765553 3477255.9181059566),2020.0,dry
2609,POINT (563034.1567300456 3477252.142176519),2020.0,dry
2610,POINT (563037.4342835359 3477248.3662470817),2020.0,dry
2611,POINT (563040.7118370262 3477244.5903176437),2020.0,dry
2612,POINT (563043.9893905165 3477240.814388206),2020.0,dry
2613,POINT (563047.2669440069 3477237.0384587687),2020.0,dry
2614,POINT (563050.5444974971 3477233.262529331),2020.0,dry
2615,POINT (563053.8220509875 3477229.4865998933),2020.0,dry
2616,POINT (563058.1695628335 3477228.0751026585),2020.0,dry
2617,POINT (563063.1694716712 3477228.1052956055),2020.0,dry
2618,POINT (563066.6861258165 3477224.857718388),2020.0,dry
2619,POINT (563069.9636974361 3477221.081804687),2020.0,dry
2620,POINT (563073.2412690556 3477217.3058909858),2020.0,dry
